transaction_id,account_id,transaction_datetime,transaction_type,direction,amount_gbp,original_amount,original_currency,counterparty_name,counterparty_account_id,counterparty_bank_bic,counterparty_country,counterparty_is_high_risk_jurisdiction,payment_reference,channel,is_international,transaction_status
TXN-2024-0000790,ACC-UK-000011,2024-09-10 07:30:00,BACS,DEBIT,44.28,0,GBP,EDF Energy,ACC-UTIL-74066,HSBCGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000791,ACC-UK-000011,2024-09-15 12:00:00,CARD_PAYMENT,DEBIT,145.66,0,GBP,Waitrose,ACC-RET-86923,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000792,ACC-UK-000011,2024-09-12 15:00:00,CARD_PAYMENT,DEBIT,57.99,0,GBP,ASDA,ACC-RET-21847,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000793,ACC-UK-000011,2024-09-01 16:00:00,CARD_PAYMENT,DEBIT,45.46,0,GBP,Aldi,ACC-RET-85007,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000794,ACC-UK-000011,2024-09-28 13:00:00,CARD_PAYMENT,DEBIT,111.21,0,GBP,Lidl,ACC-RET-37096,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000795,ACC-UK-000011,2024-10-28 09:00:00,BACS,CREDIT,3500.0,3500.0,GBP,HMRC,ACC-EMP-77276,BARCGB22,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000796,ACC-UK-000011,2024-10-03 08:00:00,BACS,DEBIT,808.9,0,GBP,Turner Lettings Ltd,ACC-PROP-27342,HBUKGB4B,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000797,ACC-UK-000011,2024-10-09 07:30:00,BACS,DEBIT,152.12,0,GBP,Thames Water,ACC-UTIL-43081,HSBCGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000798,ACC-UK-000011,2024-10-07 07:30:00,BACS,DEBIT,139.78,0,GBP,EDF Energy,ACC-UTIL-65549,NWBKGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000799,ACC-UK-000011,2024-10-07 07:30:00,BACS,DEBIT,104.26,0,GBP,Thames Water,ACC-UTIL-71171,LOYDGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000800,ACC-UK-000011,2024-10-22 18:00:00,CARD_PAYMENT,DEBIT,130.67,0,GBP,Waitrose,ACC-RET-86609,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000801,ACC-UK-000011,2024-10-01 18:00:00,CARD_PAYMENT,DEBIT,149.94,0,GBP,Aldi,ACC-RET-59051,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000802,ACC-UK-000011,2024-10-21 19:00:00,CARD_PAYMENT,DEBIT,107.0,0,GBP,ASDA,ACC-RET-99707,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000803,ACC-UK-000011,2024-10-16 11:00:00,CARD_PAYMENT,DEBIT,76.99,0,GBP,ASDA,ACC-RET-93964,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000804,ACC-UK-000011,2024-11-27 09:00:00,BACS,CREDIT,3500.0,3500.0,GBP,HMRC,ACC-EMP-44229,LOYDGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000805,ACC-UK-000011,2024-11-01 08:00:00,BACS,DEBIT,949.93,0,GBP,Ford Lettings Ltd,ACC-PROP-41496,BARCGB22,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000806,ACC-UK-000011,2024-11-09 07:30:00,BACS,DEBIT,96.57,0,GBP,EDF Energy,ACC-UTIL-99228,HBUKGB4B,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000807,ACC-UK-000011,2024-11-10 07:30:00,BACS,DEBIT,43.56,0,GBP,Scottish Power,ACC-UTIL-48745,LOYDGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000808,ACC-UK-000011,2024-11-08 07:30:00,BACS,DEBIT,96.64,0,GBP,British Gas,ACC-UTIL-86418,HSBCGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000809,ACC-UK-000011,2024-11-27 13:00:00,CARD_PAYMENT,DEBIT,77.75,0,GBP,Lidl,ACC-RET-39145,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000810,ACC-UK-000011,2024-11-21 17:00:00,CARD_PAYMENT,DEBIT,139.72,0,GBP,Lidl,ACC-RET-56988,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000811,ACC-UK-000011,2024-11-10 12:00:00,CARD_PAYMENT,DEBIT,132.47,0,GBP,Morrisons,ACC-RET-33741,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000812,ACC-UK-000011,2024-11-04 17:00:00,CARD_PAYMENT,DEBIT,54.07,0,GBP,ASDA,ACC-RET-83273,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000813,ACC-UK-000012,2024-01-25 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-71674,BARCGB22,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000814,ACC-UK-000012,2024-01-03 08:00:00,BACS,DEBIT,1383.57,0,GBP,Cox Lettings Ltd,ACC-PROP-91350,BARCGB22,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000815,ACC-UK-000012,2024-01-08 07:30:00,BACS,DEBIT,164.52,0,GBP,Severn Trent,ACC-UTIL-25704,NWBKGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000816,ACC-UK-000012,2024-01-09 07:30:00,BACS,DEBIT,81.77,0,GBP,British Gas,ACC-UTIL-29762,HBUKGB4B,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000817,ACC-UK-000012,2024-01-06 07:30:00,BACS,DEBIT,87.97,0,GBP,Severn Trent,ACC-UTIL-69974,HBUKGB4B,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000818,ACC-UK-000012,2024-01-11 12:00:00,CARD_PAYMENT,DEBIT,125.68,0,GBP,Waitrose,ACC-RET-53598,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000819,ACC-UK-000012,2024-01-11 20:00:00,CARD_PAYMENT,DEBIT,46.38,0,GBP,Waitrose,ACC-RET-45851,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000820,ACC-UK-000012,2024-01-25 12:00:00,CARD_PAYMENT,DEBIT,103.39,0,GBP,Sainsbury's,ACC-RET-74169,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000821,ACC-UK-000012,2024-01-05 19:00:00,CARD_PAYMENT,DEBIT,87.71,0,GBP,Waitrose,ACC-RET-62873,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000822,ACC-UK-000012,2024-02-28 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-60242,BARCGB22,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000823,ACC-UK-000012,2024-02-01 08:00:00,BACS,DEBIT,1333.78,0,GBP,Bryan Lettings Ltd,ACC-PROP-58903,BARCGB22,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000824,ACC-UK-000012,2024-02-07 07:30:00,BACS,DEBIT,145.96,0,GBP,Severn Trent,ACC-UTIL-34979,BARCGB22,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000825,ACC-UK-000012,2024-02-10 07:30:00,BACS,DEBIT,40.58,0,GBP,Thames Water,ACC-UTIL-39657,LOYDGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000826,ACC-UK-000012,2024-02-07 07:30:00,BACS,DEBIT,58.05,0,GBP,Scottish Power,ACC-UTIL-75973,HSBCGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000827,ACC-UK-000012,2024-02-10 12:00:00,CARD_PAYMENT,DEBIT,47.18,0,GBP,Tesco,ACC-RET-49085,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000828,ACC-UK-000012,2024-02-15 18:00:00,CARD_PAYMENT,DEBIT,105.6,0,GBP,ASDA,ACC-RET-66841,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000829,ACC-UK-000012,2024-02-11 17:00:00,CARD_PAYMENT,DEBIT,79.52,0,GBP,Sainsbury's,ACC-RET-31611,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000830,ACC-UK-000012,2024-02-01 13:00:00,CARD_PAYMENT,DEBIT,64.68,0,GBP,Sainsbury's,ACC-RET-37681,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000831,ACC-UK-000012,2024-03-26 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-26143,LOYDGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000832,ACC-UK-000012,2024-03-03 08:00:00,BACS,DEBIT,1450.54,0,GBP,Bird Lettings Ltd,ACC-PROP-14897,NWBKGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000833,ACC-UK-000012,2024-03-10 07:30:00,BACS,DEBIT,75.81,0,GBP,Severn Trent,ACC-UTIL-91675,BARCGB22,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000834,ACC-UK-000012,2024-03-09 07:30:00,BACS,DEBIT,179.26,0,GBP,British Gas,ACC-UTIL-95664,BARCGB22,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000835,ACC-UK-000012,2024-03-05 07:30:00,BACS,DEBIT,136.56,0,GBP,Scottish Power,ACC-UTIL-68237,NWBKGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000836,ACC-UK-000012,2024-03-04 18:00:00,CARD_PAYMENT,DEBIT,67.8,0,GBP,Lidl,ACC-RET-30070,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000837,ACC-UK-000012,2024-03-23 20:00:00,CARD_PAYMENT,DEBIT,109.33,0,GBP,ASDA,ACC-RET-65164,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000838,ACC-UK-000012,2024-03-22 18:00:00,CARD_PAYMENT,DEBIT,69.7,0,GBP,Morrisons,ACC-RET-27978,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000839,ACC-UK-000012,2024-03-27 11:00:00,CARD_PAYMENT,DEBIT,96.27,0,GBP,Morrisons,ACC-RET-25431,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000840,ACC-UK-000012,2024-04-25 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-23928,NWBKGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000841,ACC-UK-000012,2024-04-01 08:00:00,BACS,DEBIT,1409.0,0,GBP,Kelly Lettings Ltd,ACC-PROP-44471,HSBCGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000842,ACC-UK-000012,2024-04-06 07:30:00,BACS,DEBIT,90.11,0,GBP,Scottish Power,ACC-UTIL-48712,HBUKGB4B,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000843,ACC-UK-000012,2024-04-05 07:30:00,BACS,DEBIT,116.74,0,GBP,Thames Water,ACC-UTIL-73001,LOYDGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000844,ACC-UK-000012,2024-04-06 07:30:00,BACS,DEBIT,40.38,0,GBP,British Gas,ACC-UTIL-24474,HSBCGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000845,ACC-UK-000012,2024-04-22 17:00:00,CARD_PAYMENT,DEBIT,56.41,0,GBP,Tesco,ACC-RET-77070,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000846,ACC-UK-000012,2024-04-24 11:00:00,CARD_PAYMENT,DEBIT,139.53,0,GBP,Lidl,ACC-RET-40298,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000847,ACC-UK-000012,2024-04-10 14:00:00,CARD_PAYMENT,DEBIT,91.07,0,GBP,Tesco,ACC-RET-32898,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000848,ACC-UK-000012,2024-04-28 14:00:00,CARD_PAYMENT,DEBIT,79.62,0,GBP,Lidl,ACC-RET-50987,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000849,ACC-UK-000012,2024-05-25 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-22451,BARCGB22,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000850,ACC-UK-000012,2024-05-01 08:00:00,BACS,DEBIT,1652.0,0,GBP,Ward Lettings Ltd,ACC-PROP-96947,HBUKGB4B,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000851,ACC-UK-000012,2024-05-07 07:30:00,BACS,DEBIT,90.05,0,GBP,Scottish Power,ACC-UTIL-91501,LOYDGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000852,ACC-UK-000012,2024-05-10 07:30:00,BACS,DEBIT,53.01,0,GBP,EDF Energy,ACC-UTIL-33969,BARCGB22,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000853,ACC-UK-000012,2024-05-08 07:30:00,BACS,DEBIT,96.04,0,GBP,Scottish Power,ACC-UTIL-45629,NWBKGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000854,ACC-UK-000012,2024-05-23 17:00:00,CARD_PAYMENT,DEBIT,127.99,0,GBP,Lidl,ACC-RET-31860,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000855,ACC-UK-000012,2024-05-05 10:00:00,CARD_PAYMENT,DEBIT,147.97,0,GBP,Aldi,ACC-RET-30892,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000856,ACC-UK-000012,2024-05-14 19:00:00,CARD_PAYMENT,DEBIT,93.09,0,GBP,Morrisons,ACC-RET-98918,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000857,ACC-UK-000012,2024-05-06 19:00:00,CARD_PAYMENT,DEBIT,81.77,0,GBP,ASDA,ACC-RET-90131,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000858,ACC-UK-000012,2024-06-26 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-73318,NWBKGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000859,ACC-UK-000012,2024-06-01 08:00:00,BACS,DEBIT,1687.59,0,GBP,Holmes Lettings Ltd,ACC-PROP-67761,BARCGB22,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000860,ACC-UK-000012,2024-06-05 07:30:00,BACS,DEBIT,76.63,0,GBP,EDF Energy,ACC-UTIL-11620,HSBCGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000861,ACC-UK-000012,2024-06-10 07:30:00,BACS,DEBIT,120.73,0,GBP,Severn Trent,ACC-UTIL-39358,LOYDGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000862,ACC-UK-000012,2024-06-09 07:30:00,BACS,DEBIT,113.23,0,GBP,Severn Trent,ACC-UTIL-22483,NWBKGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000863,ACC-UK-000012,2024-06-22 13:00:00,CARD_PAYMENT,DEBIT,93.01,0,GBP,Lidl,ACC-RET-98643,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000864,ACC-UK-000012,2024-06-05 18:00:00,CARD_PAYMENT,DEBIT,138.13,0,GBP,Morrisons,ACC-RET-17152,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000865,ACC-UK-000012,2024-06-21 12:00:00,CARD_PAYMENT,DEBIT,95.61,0,GBP,Waitrose,ACC-RET-74990,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000866,ACC-UK-000012,2024-06-03 17:00:00,CARD_PAYMENT,DEBIT,75.27,0,GBP,ASDA,ACC-RET-46458,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000867,ACC-UK-000012,2024-07-26 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-82154,NWBKGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000868,ACC-UK-000012,2024-07-02 08:00:00,BACS,DEBIT,1617.1,0,GBP,Davis Lettings Ltd,ACC-PROP-20332,NWBKGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000869,ACC-UK-000012,2024-07-08 07:30:00,BACS,DEBIT,152.18,0,GBP,Scottish Power,ACC-UTIL-21536,NWBKGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000870,ACC-UK-000012,2024-07-08 07:30:00,BACS,DEBIT,84.25,0,GBP,Scottish Power,ACC-UTIL-95638,BARCGB22,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000871,ACC-UK-000012,2024-07-05 07:30:00,BACS,DEBIT,96.48,0,GBP,British Gas,ACC-UTIL-83024,HSBCGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000872,ACC-UK-000012,2024-07-01 11:00:00,CARD_PAYMENT,DEBIT,127.1,0,GBP,Morrisons,ACC-RET-93563,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000873,ACC-UK-000012,2024-07-17 18:00:00,CARD_PAYMENT,DEBIT,62.75,0,GBP,Lidl,ACC-RET-69796,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000874,ACC-UK-000012,2024-07-12 10:00:00,CARD_PAYMENT,DEBIT,129.82,0,GBP,Aldi,ACC-RET-69566,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000875,ACC-UK-000012,2024-07-18 19:00:00,CARD_PAYMENT,DEBIT,105.99,0,GBP,Lidl,ACC-RET-96136,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000876,ACC-UK-000012,2024-08-28 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-24945,BARCGB22,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000877,ACC-UK-000012,2024-08-03 08:00:00,BACS,DEBIT,1021.75,0,GBP,Lowe Lettings Ltd,ACC-PROP-54742,LOYDGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000878,ACC-UK-000012,2024-08-10 07:30:00,BACS,DEBIT,175.02,0,GBP,EDF Energy,ACC-UTIL-81786,HSBCGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000879,ACC-UK-000012,2024-08-07 07:30:00,BACS,DEBIT,138.29,0,GBP,British Gas,ACC-UTIL-31516,NWBKGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000880,ACC-UK-000012,2024-08-06 07:30:00,BACS,DEBIT,155.06,0,GBP,Scottish Power,ACC-UTIL-24019,LOYDGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000881,ACC-UK-000012,2024-08-20 13:00:00,CARD_PAYMENT,DEBIT,60.63,0,GBP,Aldi,ACC-RET-61497,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000882,ACC-UK-000012,2024-08-15 13:00:00,CARD_PAYMENT,DEBIT,118.85,0,GBP,Tesco,ACC-RET-64325,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000883,ACC-UK-000012,2024-08-21 20:00:00,CARD_PAYMENT,DEBIT,104.77,0,GBP,Aldi,ACC-RET-69048,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000884,ACC-UK-000012,2024-08-22 19:00:00,CARD_PAYMENT,DEBIT,145.18,0,GBP,Sainsbury's,ACC-RET-75382,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000885,ACC-UK-000012,2024-09-25 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-82512,NWBKGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000886,ACC-UK-000012,2024-09-03 08:00:00,BACS,DEBIT,1282.93,0,GBP,Smith Lettings Ltd,ACC-PROP-76628,HBUKGB4B,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000887,ACC-UK-000012,2024-09-10 07:30:00,BACS,DEBIT,121.0,0,GBP,Thames Water,ACC-UTIL-23573,NWBKGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000888,ACC-UK-000012,2024-09-10 07:30:00,BACS,DEBIT,124.08,0,GBP,EDF Energy,ACC-UTIL-76074,NWBKGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000889,ACC-UK-000012,2024-09-08 07:30:00,BACS,DEBIT,177.13,0,GBP,Thames Water,ACC-UTIL-45860,NWBKGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000890,ACC-UK-000012,2024-09-11 14:00:00,CARD_PAYMENT,DEBIT,89.81,0,GBP,Sainsbury's,ACC-RET-28111,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000891,ACC-UK-000012,2024-09-20 18:00:00,CARD_PAYMENT,DEBIT,72.88,0,GBP,Lidl,ACC-RET-81802,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000892,ACC-UK-000012,2024-09-23 18:00:00,CARD_PAYMENT,DEBIT,109.58,0,GBP,Sainsbury's,ACC-RET-37487,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000893,ACC-UK-000012,2024-09-23 14:00:00,CARD_PAYMENT,DEBIT,115.53,0,GBP,Lidl,ACC-RET-27389,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000894,ACC-UK-000012,2024-10-27 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-25126,LOYDGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000895,ACC-UK-000012,2024-10-03 08:00:00,BACS,DEBIT,1280.37,0,GBP,Walker Lettings Ltd,ACC-PROP-84794,NWBKGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000896,ACC-UK-000012,2024-10-10 07:30:00,BACS,DEBIT,144.7,0,GBP,Severn Trent,ACC-UTIL-47477,NWBKGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000897,ACC-UK-000012,2024-10-05 07:30:00,BACS,DEBIT,113.18,0,GBP,British Gas,ACC-UTIL-59921,HBUKGB4B,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000898,ACC-UK-000012,2024-10-05 07:30:00,BACS,DEBIT,133.84,0,GBP,Thames Water,ACC-UTIL-44993,HBUKGB4B,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000899,ACC-UK-000012,2024-10-10 20:00:00,CARD_PAYMENT,DEBIT,67.56,0,GBP,Aldi,ACC-RET-18130,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000900,ACC-UK-000012,2024-10-07 18:00:00,CARD_PAYMENT,DEBIT,43.55,0,GBP,Aldi,ACC-RET-69322,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000901,ACC-UK-000012,2024-10-20 20:00:00,CARD_PAYMENT,DEBIT,121.34,0,GBP,Aldi,ACC-RET-39400,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000902,ACC-UK-000012,2024-10-13 13:00:00,CARD_PAYMENT,DEBIT,96.2,0,GBP,Aldi,ACC-RET-47701,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000903,ACC-UK-000012,2024-11-28 09:00:00,BACS,CREDIT,4000.0,4000.0,GBP,Self-Employed,ACC-EMP-60797,NWBKGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000904,ACC-UK-000012,2024-11-03 08:00:00,BACS,DEBIT,1112.65,0,GBP,Bentley Lettings Ltd,ACC-PROP-82368,BARCGB22,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000905,ACC-UK-000012,2024-11-05 07:30:00,BACS,DEBIT,144.11,0,GBP,Thames Water,ACC-UTIL-91338,NWBKGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000906,ACC-UK-000012,2024-11-06 07:30:00,BACS,DEBIT,167.61,0,GBP,EDF Energy,ACC-UTIL-87120,HSBCGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000907,ACC-UK-000012,2024-11-10 07:30:00,BACS,DEBIT,124.47,0,GBP,Thames Water,ACC-UTIL-48558,NWBKGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000908,ACC-UK-000012,2024-11-06 20:00:00,CARD_PAYMENT,DEBIT,48.19,0,GBP,Sainsbury's,ACC-RET-77350,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
